TIME,ACCX,ACCY,ACCZ,PITCH,ROLL,YAW
57.700001,0.007463,0.000008,0.000110,0.000061,0.000690,0.000060,
57.750000,0.007456,0.000005,0.000107,0.000058,0.000915,0.000060,
57.799999,0.007453,0.000006,0.000102,0.000049,0.002187,0.000052,
57.849998,0.007456,0.000005,0.000102,0.000187,0.005894,0.000054,
57.900002,0.007463,0.000005,0.000170,0.001671,0.014911,0.000054,
57.950001,0.007461,0.000004,0.000612,0.004611,0.031617,0.000058,
58.000000,0.007474,0.000006,0.001431,0.006427,0.048198,0.000086,
58.049999,0.007488,0.000006,0.002555,0.006163,0.073993,0.000088,
58.099998,0.007487,0.000008,0.003849,0.006071,0.102818,0.000087,
58.150002,0.007482,0.000017,0.006715,0.006262,0.146638,0.000133,
58.200001,0.007479,0.000019,0.011392,0.006183,0.185195,0.000250,
58.250000,0.007555,0.000019,0.015977,0.006549,0.189772,0.000266,
58.299999,0.007737,0.000028,0.019799,0.006995,0.192258,0.000283,
58.349998,0.008224,0.000033,0.024317,0.007180,0.206102,0.000491,
58.400002,0.008668,0.000048,0.035092,0.006412,0.183202,0.000662,
58.450001,0.009947,0.000049,0.038066,0.003692,0.166950,0.000680,
58.500000,0.010915,0.000048,0.037675,0.000521,0.156619,0.000664,
58.549999,0.011536,0.000046,0.034649,0.000491,0.148572,0.000734,
58.599998,0.012622,0.000046,0.030061,0.000671,0.141325,0.000877,
58.650002,0.013484,0.000035,0.026153,0.000667,0.141870,0.000666,
58.700001,0.014357,0.000036,0.023448,0.000688,0.141888,0.000238,
58.750000,0.016435,0.000036,0.021111,0.000636,0.184829,0.000383,
58.799999,0.019790,0.000028,0.018225,0.000578,0.265957,0.000601,
58.849998,0.027525,0.000029,0.017106,0.001394,0.281230,0.001296,
58.900002,0.037641,0.000428,0.015960,0.001575,0.299471,0.001655,
58.950001,0.046498,0.000411,0.018515,0.001658,0.295039,0.002437,
59.000000,0.054121,0.000441,0.019175,0.001242,0.216293,0.003819,
59.049999,0.055143,0.000450,0.017564,0.001371,0.228824,0.003562,
59.099998,0.052266,0.000483,0.016428,0.001415,0.362462,0.003381,
59.150002,0.044322,0.000562,0.014754,0.001413,0.510437,0.002535,
59.200001,0.033214,0.000563,0.012903,0.001503,0.677610,0.002546,
59.250000,0.019497,0.000600,0.015475,0.005712,1.026955,0.009675,
59.299999,0.009927,0.000613,0.015100,0.005720,0.941079,0.010257,
59.349998,0.004781,0.000617,0.015061,0.004606,0.847252,0.010417,
59.400002,0.002927,0.000170,0.009534,0.003974,0.694687,0.010317,
59.450001,0.001767,0.000157,0.009541,0.003147,0.352651,0.009253,
59.500000,0.001660,0.000152,0.009517,0.003033,0.153474,0.006324,
59.549999,0.001621,0.000151,0.009517,0.003058,0.086244,0.005312,
59.599998,0.001623,0.000142,0.009516,0.002968,0.072313,0.003957,
59.650002,0.001587,0.000098,0.009511,0.002897,0.065126,0.002863,
59.700001,0.001593,0.000091,0.009042,0.002888,0.063437,0.002850,
59.750000,0.000010,0.000002,0.007373,0.000031,0.000033,0.000026,
59.799999,0.000009,0.000002,0.007378,0.000012,0.000021,0.000027,
59.849998,0.000008,0.000002,0.007378,0.000013,0.000031,0.000027,
59.900002,0.000008,0.000002,0.007385,0.000013,0.000038,0.000004,
59.950001,0.000008,0.000002,0.007376,0.000013,0.000039,0.000004,
60.000000,0.000007,0.000002,0.007375,0.000006,0.000034,0.000006,
60.049999,0.000008,0.000002,0.007380,0.000006,0.000039,0.000006,
60.099998,0.000007,0.000002,0.007383,0.000006,0.000032,0.000008,
60.150002,0.000006,0.000002,0.007383,0.000015,0.000033,0.000007,
60.200001,0.000006,0.000002,0.007386,0.000016,0.000034,0.000009,
60.250000,0.000003,0.000002,0.007387,0.000014,0.000033,0.000009,
60.299999,0.000003,0.000002,0.007386,0.000013,0.000031,0.000010,
60.349998,0.000004,0.000003,0.007380,0.000013,0.000022,0.000016,
60.400002,0.000004,0.000003,0.007380,0.000014,0.000013,0.000017,
60.450001,0.000004,0.000003,0.007380,0.000015,0.000012,0.000020,
60.500000,0.000004,0.000003,0.007382,0.000013,0.000010,0.000020,
60.549999,0.000003,0.000004,0.007374,0.000012,0.000008,0.000020,
60.599998,0.000003,0.000004,0.007387,0.000019,0.000006,0.000023,
60.650002,0.000005,0.000004,0.007383,0.000015,0.000005,0.000021,
60.700001,0.000005,0.000003,0.007383,0.000017,0.000003,0.000021,
60.750000,0.000005,0.000004,0.007381,0.000018,0.000017,0.000024,
60.799999,0.000005,0.000004,0.007385,0.000018,0.000019,0.000024,
60.849998,0.000005,0.000002,0.007386,0.000018,0.000018,0.000022,
60.900002,0.000004,0.000002,0.007379,0.000020,0.000019,0.000024,
60.950001,0.000004,0.000002,0.007370,0.000020,0.000018,0.000020,
61.000000,0.000005,0.000002,0.007370,0.000022,0.000029,0.000019,
61.049999,0.000005,0.000002,0.007369,0.000022,0.000034,0.000020,
61.099998,0.000004,0.000002,0.007350,0.000018,0.000036,0.000010,
61.150002,0.000003,0.000002,0.007350,0.000015,0.000051,0.000009,
61.200001,0.000004,0.000002,0.007348,0.000020,0.000050,0.000007,
61.250000,0.000004,0.000001,0.007354,0.000019,0.000053,0.000013,
61.299999,0.000005,0.000001,0.007353,0.000020,0.000051,0.000013,
61.349998,0.000005,0.000002,0.007367,0.000021,0.000062,0.000013,
61.400002,0.000006,0.000003,0.007367,0.000018,0.000061,0.000012,
61.450001,0.000006,0.000003,0.007373,0.000018,0.000061,0.000013,
61.500000,0.000005,0.000003,0.007371,0.000017,0.000059,0.000016,
61.549999,0.000005,0.000003,0.007380,0.000017,0.000051,0.000018,
61.599998,0.000008,0.000002,0.007377,0.000013,0.000054,0.000018,
61.650002,0.000008,0.000002,0.007378,0.000011,0.000065,0.000025,
61.700001,0.000007,0.000002,0.007390,0.000007,0.000065,0.000025,
61.750000,0.000005,0.000002,0.007391,0.000008,0.000052,0.000021,
61.799999,0.000005,0.000004,0.007388,0.000007,0.000053,0.000020,
61.849998,0.000003,0.000005,0.007375,0.000008,0.000039,0.000019,
61.900002,0.000005,0.000005,0.007380,0.000010,0.000041,0.000027,
61.950001,0.000006,0.000005,0.007379,0.000008,0.000044,0.000025,
62.000000,0.000011,0.000006,0.007379,0.000007,0.000041,0.000027,
62.049999,0.000026,0.000007,0.086205,0.000006,0.000043,0.000025,
62.099998,0.000027,0.000007,0.100328,0.000006,0.000033,0.000025,
62.150002,0.000032,0.000007,0.118802,0.000006,0.000017,0.000012,
62.200001,0.000037,0.000007,0.137027,0.000006,0.000016,0.000011,
62.250000,0.000042,0.000007,0.150920,0.000005,0.000017,0.000011,
62.299999,0.000046,0.000005,0.156142,0.000004,0.000018,0.000010,
62.349998,0.000048,0.000002,0.148055,0.000004,0.000018,0.000010,
62.400002,0.000041,0.000002,0.122192,0.000000,0.000014,0.000005,
62.450001,0.000033,0.000000,0.074332,0.000000,0.000000,0.000005,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
